# [0]:No	[1]:V	[2]:g-r	[3]:u-g
1.440000000000000000e+03 1.564000000000000057e+01 2.179799999999999738e+00 -5.031999999999999806e-01
1.454000000000000000e+03 1.277999999999999936e+01 2.371799999999999908e+00 5.168000000000001481e-01
1.454000000000000000e+03 1.286999999999999922e+01 2.320600000000000218e+00 4.658000000000002139e-01
1.485000000000000000e+03 1.423000000000000043e+01 2.615000000000000213e+00 7.106000000000000094e-01
1.491000000000000000e+03 1.642000000000000171e+01 1.654999999999999805e+00 -1.869999999999998330e-01
1.498000000000000000e+03 7.679999999999999716e+00 2.474200000000000177e+00 6.800000000000002709e-01
1.498000000000000000e+03 7.719999999999999751e+00 2.461399999999999810e+00 7.004000000000002446e-01
1.512000000000000000e+03 1.350000000000000000e+01 2.640600000000000502e+00 6.392000000000003235e-01
1.514000000000000000e+03 1.048000000000000043e+01 1.706199999999999939e+00 -3.195999999999997732e-01
1.514000000000000000e+03 1.055799999999999983e+01 1.736920000000000019e+00 -3.461199999999998722e-01
1.516000000000000000e+03 1.401999999999999957e+01 2.563800000000000079e+00 5.984000000000001540e-01
1.516000000000000000e+03 1.386999999999999922e+01 2.512600000000000389e+00 6.188000000000001277e-01
1.531000000000000000e+03 1.341000000000000014e+01 2.448600000000000332e+00 6.290000000000003366e-01
1.532000000000000000e+03 1.394999999999999929e+01 2.499800000000000022e+00 7.309999999999999831e-01
1.532000000000000000e+03 1.390000000000000036e+01 2.538200000000000234e+00 5.576000000000002066e-01
1.532000000000000000e+03 1.391999999999999993e+01 2.551000000000000156e+00 4.862000000000001876e-01
1.549000000000000000e+03 8.769999999999999574e+00 2.384600000000000275e+00 3.842000000000002080e-01
1.549000000000000000e+03 8.789999999999999147e+00 2.358999999999999986e+00 3.842000000000002080e-01
1.549000000000000000e+03 8.800000000000000711e+00 2.358999999999999986e+00 4.046000000000001817e-01
1.553000000000000000e+03 1.222000000000000064e+01 2.243799999999999795e+00 4.250000000000001554e-01
1.553000000000000000e+03 1.234999999999999964e+01 2.333399999999999697e+00 3.332000000000001627e-01
1.553000000000000000e+03 1.234999999999999964e+01 2.333399999999999697e+00 3.332000000000001627e-01
1.593000000000000000e+03 1.111999999999999922e+01 1.846999999999999975e+00 -1.359999999999998987e-01
1.593000000000000000e+03 1.110999999999999943e+01 1.859799999999999898e+00 -1.359999999999998987e-01
1.613000000000000000e+03 9.859999999999999432e+00 1.578199999999999825e+00 -3.297999999999997600e-01
1.613000000000000000e+03 9.880000000000000782e+00 1.578199999999999825e+00 -3.297999999999997600e-01
1.628000000000000000e+03 1.344999999999999929e+01 1.923800000000000399e+00 -1.461999999999998856e-01
1.630000000000000000e+03 1.050999999999999979e+01 2.499800000000000022e+00 7.718000000000001526e-01
1.645000000000000000e+03 1.133000000000000007e+01 1.795799999999999841e+00 -3.399999999999847589e-03
1.653000000000000000e+03 1.355000000000000071e+01 2.423000000000000043e+00 5.678000000000001934e-01
1.653000000000000000e+03 1.368999999999999950e+01 2.525399999999999867e+00 6.290000000000003366e-01
1.653000000000000000e+03 1.333999999999999986e+01 2.410200000000000120e+00 5.882000000000001672e-01
1.705000000000000000e+03 6.429999999999999716e+00 3.065560000000000063e+00 1.598000000000000309e+00
1.705000000000000000e+03 6.459999999999999964e+00 3.063000000000000167e+00 1.669399999999999995e+00
1.705000000000000000e+03 6.459999999999999964e+00 3.064280000000000115e+00 1.673480000000000079e+00
1.712000000000000000e+03 1.435999999999999943e+01 2.179799999999999738e+00 3.740000000000009983e-02
1.726000000000000000e+03 9.240000000000000213e+00 1.588439999999999852e+00 -3.195999999999997732e-01
1.726000000000000000e+03 9.250000000000000000e+00 1.591000000000000192e+00 -3.195999999999997732e-01
1.726000000000000000e+03 9.289999999999999147e+00 1.578199999999999825e+00 -4.113999999999998769e-01
1.756000000000000000e+03 1.410999999999999943e+01 2.640600000000000502e+00 8.126000000000001000e-01
1.762000000000000000e+03 8.250000000000000000e+00 1.349079999999999835e+00 -3.297999999999997600e-01
1.762000000000000000e+03 8.269999999999999574e+00 1.347799999999999887e+00 -3.297999999999997600e-01
1.766000000000000000e+03 9.119999999999999218e+00 1.488599999999999923e+00 -3.705999999999999295e-01
1.766000000000000000e+03 9.130000000000000782e+00 1.488599999999999923e+00 -3.705999999999999295e-01
1.766000000000000000e+03 9.150000000000000355e+00 1.488599999999999923e+00 -4.215999999999998638e-01
1.776000000000000000e+03 1.091000000000000014e+01 1.808599999999999763e+00 -2.175999999999999046e-01
1.776000000000000000e+03 1.094999999999999929e+01 1.808599999999999763e+00 -2.277999999999998915e-01
1.785000000000000000e+03 1.428999999999999915e+01 2.678999999999999826e+00 8.942000000000002169e-01
1.794000000000000000e+03 1.035999999999999943e+01 1.706199999999999939e+00 -3.093999999999997863e-01
1.797000000000000000e+03 1.008999999999999986e+01 1.601240000000000219e+00 -3.705999999999999295e-01
1.797000000000000000e+03 1.010999999999999943e+01 1.603800000000000114e+00 -3.705999999999999295e-01
1.823000000000000000e+03 5.440000000000000391e+00 7.948399999999998800e-01 -7.683999999999998609e-01
1.823000000000000000e+03 5.450000000000000178e+00 7.973999999999999977e-01 -7.683999999999998609e-01
1.823000000000000000e+03 5.450000000000000178e+00 7.973999999999999977e-01 -7.683999999999998609e-01
1.823000000000000000e+03 5.429999999999999716e+00 8.229999999999998428e-01 -7.581999999999998741e-01
1.829000000000000000e+03 8.519999999999999574e+00 1.936599999999999877e+00 -3.399999999999847589e-03
1.856000000000000000e+03 1.001999999999999957e+01 1.598679999999999879e+00 -3.501999999999999558e-01
1.856000000000000000e+03 1.001999999999999957e+01 1.603800000000000114e+00 -3.501999999999999558e-01
1.876000000000000000e+03 6.940000000000000391e+00 1.046999999999999709e+00 -3.501999999999999558e-01
1.876000000000000000e+03 6.950000000000000178e+00 1.040599999999999969e+00 -3.501999999999999558e-01
1.883000000000000000e+03 1.259999999999999964e+01 2.243799999999999795e+00 2.822000000000001174e-01
1.883000000000000000e+03 1.264000000000000057e+01 2.256600000000000161e+00 3.230000000000001759e-01
1.883000000000000000e+03 1.264000000000000057e+01 2.256600000000000161e+00 3.230000000000001759e-01
1.912000000000000000e+03 9.050000000000000711e+00 1.514199999999999768e+00 -4.215999999999998638e-01
1.924000000000000000e+03 1.033999999999999986e+01 1.672919999999999963e+00 -3.093999999999997863e-01
1.924000000000000000e+03 1.033000000000000007e+01 1.680600000000000094e+00 -3.093999999999997863e-01
1.993000000000000000e+03 8.359999999999999432e+00 1.250519999999999854e+00 -3.093999999999997863e-01
1.993000000000000000e+03 8.369999999999999218e+00 1.258199999999999985e+00 -3.093999999999997863e-01
2.016000000000000000e+03 1.351999999999999957e+01 2.448600000000000332e+00 7.309999999999999831e-01
2.027000000000000000e+03 1.091000000000000014e+01 1.987800000000000011e+00 6.800000000000017142e-02
2.034000000000000000e+03 1.257000000000000028e+01 2.154199999999999893e+00 2.108000000000002094e-01
2.034000000000000000e+03 1.250999999999999979e+01 2.218199999999999950e+00 -8.499999999999985345e-02
2.034000000000000000e+03 1.250999999999999979e+01 2.218199999999999950e+00 -8.499999999999985345e-02
2.082000000000000000e+03 1.398000000000000043e+01 2.589399999999999924e+00 8.432000000000002826e-01
2.087000000000000000e+03 6.469999999999999751e+00 1.424599999999999866e+00 -4.011999999999998900e-01
2.106000000000000000e+03 1.152999999999999936e+01 1.987800000000000011e+00 2.720000000000011298e-02
2.126000000000000000e+03 1.164000000000000057e+01 1.987800000000000011e+00 4.760000000000008669e-02
2.147000000000000000e+03 1.083000000000000007e+01 1.911000000000000032e+00 -9.519999999999984031e-02
2.168000000000000000e+03 3.620000000000000107e+00 7.781999999999998918e-01 -8.091999999999998083e-01
2.168000000000000000e+03 3.640000000000000124e+00 7.845999999999998531e-01 -8.091999999999998083e-01
2.168000000000000000e+03 3.620000000000000107e+00 7.845999999999998531e-01 -8.091999999999998083e-01
2.168000000000000000e+03 3.620000000000000107e+00 7.717999999999999305e-01 -8.091999999999998083e-01
2.172000000000000000e+03 1.043999999999999950e+01 1.680600000000000094e+00 -3.501999999999999558e-01
2.181000000000000000e+03 5.080000000000000071e+00 7.871599999999999708e-01 -7.275999999999999135e-01
2.181000000000000000e+03 5.089999999999999858e+00 7.845999999999998531e-01 -7.275999999999999135e-01
2.181000000000000000e+03 5.000000000000000000e+00 7.845999999999998531e-01 -7.275999999999999135e-01
2.181000000000000000e+03 5.059999999999999609e+00 7.845999999999998531e-01 -8.499999999999999778e-01
2.181000000000000000e+03 5.254999999999999893e+00 8.421999999999999487e-01 -6.521199999999999219e-01
2.181000000000000000e+03 5.089999999999999858e+00 7.845999999999998531e-01 -7.275999999999999135e-01
2.181000000000000000e+03 5.160000000000000142e+00 8.613999999999998325e-01 -5.847999999999998755e-01
2.195000000000000000e+03 8.109999999999999432e+00 1.168600000000000083e+00 -3.093999999999997863e-01
2.195000000000000000e+03 8.119999999999999218e+00 1.168600000000000083e+00 -3.399999999999997469e-01
2.208000000000000000e+03 1.441999999999999993e+01 2.640600000000000502e+00 7.616000000000001657e-01
2.220000000000000000e+03 7.509999999999999787e+00 1.011159999999999837e+00 -3.297999999999997600e-01
2.220000000000000000e+03 7.519999999999999574e+00 1.015000000000000124e+00 -3.297999999999997600e-01
2.244000000000000000e+03 1.266999999999999993e+01 2.218199999999999950e+00 1.904000000000001247e-01
2.244000000000000000e+03 1.257000000000000028e+01 2.205400000000000027e+00 2.312000000000001831e-01
2.263000000000000000e+03 6.589999999999999858e+00 8.511599999999998056e-01 -5.643999999999999018e-01
2.263000000000000000e+03 6.599999999999999645e+00 8.485999999999999099e-01 -5.643999999999999018e-01
2.263000000000000000e+03 6.620000000000000107e+00 8.485999999999999099e-01 -5.643999999999999018e-01
2.278000000000000000e+03 1.083000000000000007e+01 1.987800000000000011e+00 2.720000000000011298e-02
2.284000000000000000e+03 1.134999999999999964e+01 1.885400000000000187e+00 -5.439999999999989289e-02
2.287000000000000000e+03 1.572000000000000064e+01 2.358999999999999986e+00 5.576000000000002066e-01
2.289000000000000000e+03 7.959999999999999964e+00 1.110999999999999766e+00 -3.093999999999997863e-01
2.289000000000000000e+03 7.969999999999999751e+00 1.117399999999999949e+00 -3.093999999999997863e-01
2.311000000000000000e+03 1.135999999999999943e+01 1.949400000000000244e+00 -4.419999999999979501e-02
2.341000000000000000e+03 1.086999999999999922e+01 1.795799999999999841e+00 -1.971999999999999309e-01
2.345000000000000000e+03 9.080000000000000071e+00 1.442520000000000024e+00 -4.215999999999998638e-01
2.345000000000000000e+03 9.099999999999999645e+00 1.450200000000000156e+00 -4.215999999999998638e-01
2.366000000000000000e+03 1.152999999999999936e+01 1.936599999999999877e+00 -7.479999999999986660e-02
2.406000000000000000e+03 1.109999999999999964e+01 1.859799999999999898e+00 -1.767999999999998462e-01
2.407000000000000000e+03 1.228999999999999915e+01 2.295000000000000373e+00 5.372000000000001219e-01
2.407000000000000000e+03 1.227999999999999936e+01 2.141399999999999970e+00 2.516000000000002679e-01
2.411000000000000000e+03 1.417999999999999972e+01 2.922200000000000131e+00 6.188000000000001277e-01
2.415000000000000000e+03 8.099999999999999645e+00 1.168600000000000083e+00 -3.093999999999997863e-01
2.425000000000000000e+03 6.160000000000000142e+00 8.204399999999999471e-01 -6.357999999999998098e-01
2.425000000000000000e+03 6.169999999999999929e+00 8.229999999999998428e-01 -6.357999999999998098e-01
2.425000000000000000e+03 6.169999999999999929e+00 8.229999999999998428e-01 -6.357999999999998098e-01
2.462000000000000000e+03 1.155000000000000071e+01 1.949400000000000244e+00 2.720000000000011298e-02
2.484000000000000000e+03 9.140000000000000568e+00 1.094359999999999999e+00 -2.889999999999998126e-01
2.484000000000000000e+03 9.160000000000000142e+00 1.091800000000000104e+00 -2.889999999999998126e-01
2.484000000000000000e+03 9.169999999999999929e+00 1.103320000000000078e+00 -2.991999999999997994e-01
2.484000000000000000e+03 9.159000000000000696e+00 1.096919999999999895e+00 -3.073599999999999666e-01
2.488000000000000000e+03 7.530000000000000249e+00 9.855599999999998806e-01 -3.603999999999999426e-01
2.488000000000000000e+03 7.540000000000000036e+00 9.893999999999999462e-01 -3.603999999999999426e-01
2.506000000000000000e+03 1.023000000000000043e+01 1.654999999999999805e+00 -3.603999999999999426e-01
2.507000000000000000e+03 6.740000000000000213e+00 9.637999999999998790e-01 -5.031999999999999806e-01
2.588000000000000000e+03 1.309999999999999964e+01 2.448600000000000332e+00 5.168000000000001481e-01
2.588000000000000000e+03 1.325000000000000000e+01 2.371799999999999908e+00 5.627000000000000890e-01
2.591000000000000000e+03 1.327899999999999991e+01 2.465240000000000098e+00 5.004800000000002580e-01
2.644000000000000000e+03 1.102999999999999936e+01 1.821400000000000130e+00 -1.869999999999998330e-01
2.644000000000000000e+03 1.107000000000000028e+01 1.834200000000000053e+00 -1.665999999999998593e-01
2.665000000000000000e+03 1.135999999999999943e+01 1.949400000000000244e+00 6.800000000000139266e-03
2.690000000000000000e+03 7.410000000000000142e+00 1.058520000000000127e+00 -3.195999999999997732e-01
2.690000000000000000e+03 7.419999999999999929e+00 1.053399999999999892e+00 -3.195999999999997732e-01
2.741000000000000000e+03 1.259999999999999964e+01 2.167000000000000259e+00 3.740000000000002212e-01
2.786000000000000000e+03 1.031000000000000050e+01 1.654999999999999805e+00 -3.705999999999999295e-01
2.866000000000000000e+03 6.919999999999999929e+00 9.970799999999998553e-01 -4.113999999999998769e-01
2.866000000000000000e+03 6.929999999999999716e+00 1.002199999999999758e+00 -4.113999999999998769e-01
2.870000000000000000e+03 1.244999999999999929e+01 2.256600000000000161e+00 4.658000000000002139e-01
2.880000000000000000e+03 1.175000000000000000e+01 1.987800000000000011e+00 -6.459999999999987974e-02
2.881000000000000000e+03 1.148000000000000043e+01 2.103000000000000203e+00 1.292000000000002036e-01
2.908000000000000000e+03 1.341000000000000014e+01 2.358999999999999986e+00 4.964000000000001744e-01
2.927000000000000000e+03 1.391999999999999993e+01 2.487000000000000099e+00 6.290000000000003366e-01
2.984000000000000000e+03 1.236999999999999922e+01 2.167000000000000259e+00 4.250000000000001554e-01
3.010000000000000000e+03 6.790000000000000036e+00 1.091800000000000104e+00 -2.991999999999997994e-01
3.019000000000000000e+03 1.344999999999999929e+01 2.410200000000000120e+00 5.474000000000001087e-01
3.030000000000000000e+03 1.396000000000000085e+01 2.678999999999999826e+00 7.412000000000001920e-01
3.030000000000000000e+03 1.401999999999999957e+01 2.615000000000000213e+00 7.616000000000001657e-01
3.031000000000000000e+03 8.810000000000000497e+00 1.378519999999999968e+00 -3.909999999999999032e-01
3.031000000000000000e+03 8.830000000000000071e+00 1.373399999999999732e+00 -3.909999999999999032e-01
3.034000000000000000e+03 1.175999999999999979e+01 1.475800000000000001e+00 -3.501999999999999558e-01
3.063000000000000000e+03 1.351999999999999957e+01 2.384600000000000275e+00 5.780000000000001803e-01
3.063000000000000000e+03 1.343999999999999950e+01 2.371799999999999908e+00 4.556000000000002270e-01
3.063000000000000000e+03 1.346000000000000085e+01 2.474200000000000177e+00 6.086000000000001409e-01
3.069000000000000000e+03 1.384999999999999964e+01 2.320600000000000218e+00 5.372000000000001219e-01
3.096000000000000000e+03 1.215000000000000036e+01 2.167000000000000259e+00 2.312000000000001831e-01
3.097000000000000000e+03 1.097000000000000064e+01 1.834200000000000053e+00 -1.869999999999998330e-01
3.104000000000000000e+03 1.341000000000000014e+01 2.538200000000000234e+00 6.800000000000002709e-01
3.122000000000000000e+03 1.191999999999999993e+01 1.821400000000000130e+00 -2.481999999999998652e-01
3.163000000000000000e+03 1.268999999999999950e+01 2.141399999999999970e+00 2.108000000000002094e-01
3.179000000000000000e+03 1.003999999999999915e+01 1.603800000000000114e+00 -3.909999999999999032e-01
3.187000000000000000e+03 1.311999999999999922e+01 2.371799999999999908e+00 6.188000000000001277e-01
3.197000000000000000e+03 1.225999999999999979e+01 2.295000000000000373e+00 4.658000000000002139e-01
3.197000000000000000e+03 1.203999999999999915e+01 2.358999999999999986e+00 3.026000000000002021e-01
3.241000000000000000e+03 1.377999999999999936e+01 1.616600000000000037e+00 -3.807999999999999163e-01
3.301000000000000000e+03 9.550000000000000711e+00 1.539800000000000058e+00 -4.317999999999998506e-01
3.302000000000000000e+03 8.839999999999999858e+00 1.347799999999999887e+00 -4.215999999999998638e-01
3.305000000000000000e+03 7.089999999999999858e+00 9.381999999999998119e-01 -4.113999999999998769e-01
3.306000000000000000e+03 6.509999999999999787e+00 1.078999999999999737e+00 -2.583999999999998520e-01
3.306000000000000000e+03 6.500000000000000000e+00 1.091800000000000104e+00 -2.583999999999998520e-01
3.307000000000000000e+03 7.259999999999999787e+00 9.893999999999999462e-01 -4.215999999999998638e-01
3.308000000000000000e+03 7.799999999999999822e+00 1.334999999999999964e+00 -4.011999999999998900e-01
3.309000000000000000e+03 9.160000000000000142e+00 1.450200000000000156e+00 -4.317999999999998506e-01
3.310000000000000000e+03 9.150000000000000355e+00 1.475800000000000001e+00 -4.215999999999998638e-01
3.311000000000000000e+03 9.830000000000000071e+00 1.578199999999999825e+00 -4.113999999999998769e-01
3.313000000000000000e+03 9.839999999999999858e+00 1.616600000000000037e+00 -4.011999999999998900e-01
3.314000000000000000e+03 9.490000000000000213e+00 1.514199999999999768e+00 -4.215999999999998638e-01
3.315000000000000000e+03 9.109999999999999432e+00 1.501399999999999846e+00 -3.093999999999997863e-01
3.316000000000000000e+03 7.730000000000000426e+00 1.117399999999999949e+00 -3.093999999999997863e-01
3.317000000000000000e+03 7.809999999999999609e+00 1.130199999999999871e+00 -2.889999999999998126e-01
3.318000000000000000e+03 8.019999999999999574e+00 1.168600000000000083e+00 -3.195999999999997732e-01
3.318000000000000000e+03 8.050000000000000711e+00 1.168600000000000083e+00 -3.093999999999997863e-01
3.319000000000000000e+03 8.699999999999999289e+00 1.347799999999999887e+00 -3.195999999999997732e-01
3.320000000000000000e+03 8.300000000000000711e+00 1.219799999999999773e+00 -2.991999999999997994e-01
3.321000000000000000e+03 8.410000000000000142e+00 1.373399999999999732e+00 -4.521999999999998243e-01
3.322000000000000000e+03 7.719999999999999751e+00 1.117399999999999949e+00 -3.195999999999997732e-01
3.323000000000000000e+03 7.000000000000000000e+00 9.253999999999998893e-01 -4.623999999999998112e-01
3.324000000000000000e+03 9.550000000000000711e+00 1.552599999999999980e+00 -3.807999999999999163e-01
3.325000000000000000e+03 6.070000000000000284e+00 8.741999999999999771e-01 -7.683999999999998609e-01
3.325000000000000000e+03 6.070000000000000284e+00 8.741999999999999771e-01 -7.683999999999998609e-01
3.326000000000000000e+03 9.640000000000000568e+00 1.527000000000000135e+00 -4.317999999999998506e-01
3.327000000000000000e+03 9.410000000000000142e+00 1.565399999999999903e+00 -3.501999999999999558e-01
3.328000000000000000e+03 7.639999999999999680e+00 1.091800000000000104e+00 -3.093999999999997863e-01
3.329000000000000000e+03 9.439999999999999503e+00 1.501399999999999846e+00 -4.623999999999998112e-01
3.329000000000000000e+03 9.439999999999999503e+00 1.501399999999999846e+00 -4.623999999999998112e-01
3.329000000000000000e+03 9.449999999999999289e+00 1.501399999999999846e+00 -4.623999999999998112e-01
3.330000000000000000e+03 6.360000000000000320e+00 1.040599999999999969e+00 -2.889999999999998126e-01
3.330000000000000000e+03 6.339999999999999858e+00 1.040599999999999969e+00 -2.787999999999998257e-01
3.331000000000000000e+03 9.080000000000000071e+00 1.578199999999999825e+00 -3.195999999999997732e-01
3.332000000000000000e+03 9.070000000000000284e+00 1.437399999999999789e+00 -4.725999999999997980e-01
3.333000000000000000e+03 1.047000000000000064e+01 1.744600000000000151e+00 -2.787999999999998257e-01
3.334000000000000000e+03 8.330000000000000071e+00 1.219799999999999773e+00 -3.195999999999997732e-01
3.335000000000000000e+03 7.190000000000000391e+00 9.381999999999998119e-01 -4.521999999999998243e-01
4.011000000000000000e+03 1.565000000000000036e+01 2.333399999999999697e+00 3.740000000000002212e-01
4.072000000000000000e+03 1.782000000000000028e+01 2.154199999999999893e+00 -1.155999999999998140e-01
4.183000000000000000e+03 1.658999999999999986e+01 2.154199999999999893e+00 1.292000000000002036e-01
4.185000000000000000e+03 1.764000000000000057e+01 2.026199999999999779e+00 3.740000000000002212e-01
4.189000000000000000e+03 1.650000000000000000e+01 3.344599999999999795e+00 9.350000000000003864e-01
4.210000000000000000e+03 1.612999999999999901e+01 2.806999999999999940e+00 -1.155999999999998140e-01
4.242000000000000000e+03 1.842000000000000171e+01 2.371799999999999908e+00 -7.479999999999986660e-02
4.260000000000000000e+03 1.696000000000000085e+01 1.744600000000000151e+00 -3.195999999999997732e-01
4.307000000000000000e+03 1.722500000000000142e+01 3.216600000000000126e+00 1.394000000000000128e+00
4.308000000000000000e+03 1.787999999999999901e+01 2.051800000000000068e+00 4.556000000000002270e-01
4.311000000000000000e+03 1.626000000000000156e+01 3.063000000000000167e+00 1.903999999999999471e+00
4.330000000000000000e+03 1.817999999999999972e+01 1.245400000000000063e+00 -6.459999999999997966e-01
4.334000000000000000e+03 1.707999999999999829e+01 1.808599999999999763e+00 -4.011999999999998900e-01
5.715000000000000000e+03 1.508000000000000007e+01 2.103000000000000203e+00 6.800000000000139266e-03
5.728000000000000000e+03 1.610500000000000043e+01 2.832599999999999785e+00 1.057400000000000340e+00
5.928000000000000000e+03 1.376999999999999957e+01 2.205400000000000027e+00 1.496000000000001773e-01
5.929000000000000000e+03 1.626000000000000156e+01 3.063000000000000167e+00 5.678000000000001934e-01
6.083000000000000000e+03 1.694500000000000028e+01 1.911000000000000032e+00 -2.379999999999993232e-02
6.381000000000000000e+03 1.533999999999999986e+01 2.858200000000000074e+00 9.044000000000002037e-01
9.003000000000000000e+03 1.583000000000000007e+01 2.986199999999999743e+00 8.942000000000002169e-01
